Place,Count,lat,lon,attribution,attribution_license,attribution_url
Madrid,2,40.4167047,-3.7035825,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Magdeburg,10,52.1315889,11.6399609,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mailand,5,45.4641943,9.1896346,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Maine,2,48.016481,-0.007138,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Maintenon,4,48.5865517,1.5773313,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mainz,5,50.0012314,8.2762513,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Malchow,2,53.483907,12.44271993467909,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Malta,1,35.879283,14.448415,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mantua,3,45.1566683,10.7917191,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Marienbad,1,49.9739518,12.703319,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Marlborough,24,51.420753,-1.727615,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Martinitz,1,50.5808469,15.5333055,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Maubuisson,4,45.0652957,-1.1387859,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Meaux,14,48.9582708,2.8773541,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mecklenburg,6,53.627685,11.396712,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Melle,1,52.200762,8.338667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Memel,1,55.7127529,21.1350469,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Merseburg,3,51.3564413,11.996148,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Meseritz,1,52.4448261,15.578637,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Modena,17,44.6458885,10.9255707,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Monferrato,1,45.132564,8.454939,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Monmouth,2,51.810955,-2.716801,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Montepulciano,1,43.0945279,11.7826795,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Moray,1,57.416667,-3.25,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Morea,1,37.357286,22.353978,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Moskau,5,55.7505412,37.6174782,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
München,6,48.1371079,11.5753822,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Münster,10,51.9625101,7.6251879,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Namur,2,50.4665284,4.8661892,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nassau,2,50.310324,7.792458,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nauplia,1,37.5659229,22.8068782,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Neapel,7,40.8358846,14.2487679,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Neuburg,3,53.9449473,11.5903337,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Newcastle,2,54.9738474,-1.6131572,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Niederlande,1,52.2434979,5.6343227,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Niedersachsen,1,52.8398531,9.075962,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Niederösterreich,1,48.2817813,15.7632457,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nienburg,2,52.6410849,9.2181918,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nimwegen,1,51.8474946,5.8637771,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nizza,1,43.7009358,7.2683912,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nola,1,40.9210826,14.5327402,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nordhausen,5,51.5051574,10.7925317,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Norwegen,2,61.1529386,8.7876653,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nöteburg,3,59.9221789,31.08367130537382,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nürnberg,2,49.453872,11.077298,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Oeynhausen,1,51.8140047,9.0527942,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Oldenburg,1,53.1389753,8.2146017,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Orange,4,44.1371311,4.8078783,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Oranien,17,43.968637,4.889888,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Oranienbaum,1,51.7979734,12.4045328,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Oranienburg,10,52.7529379,13.2457591,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Orléans,16,47.9027336,1.9086066,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Osnabrück,21,52.2719595,8.047635,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Osterode,2,51.718274,10.257116,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ostfriesland,9,53.426203,7.641571,,,
Ostrog,1,45.8563252,15.3770022,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Paderborn,1,51.7177044,8.752653,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pamiers,1,43.1147515,1.6082177,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Paris,36,48.8534951,2.3483915,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Peine,1,52.3217849,10.2349489,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Peking,1,39.9057136,116.3912972,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pembroke,2,51.674083,-4.912419,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Persien,2,31.89677,53.204575,,,
Petersburg,3,59.938732,30.316229,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Peterwardein,2,45.2426175,19.8820073,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pfalz,20,50.099567,7.268906,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Pfalz-Neuburg,1,48.666349,11.235705,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Philippsburg,3,49.2367495,8.4546679,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Piemont,1,45.060735,7.923549,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pinneberg,1,53.6558152,9.8016369,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Plittersdorf,1,50.4995681,6.9096481,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Polen,92,52.215933,19.134422,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pommern,6,53.811632,15.51993,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Porto,1,41.1494512,-8.6107884,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Portugal,2,39.6621648,-8.1353519,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Posen,2,50.6435158,11.6905074,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Potsdam,10,52.4009309,13.0591397,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pottendorf,1,48.1453578,15.4234938,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Prag,2,50.0874654,14.4212535,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Preußen,98,52.510971,13.404592,,,
Pyrmont,10,51.982498,9.248401,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Quedlinburg,3,51.7855428,11.1519933,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Raab,3,47.687609,17.6346815,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rantzau,9,53.78332935,9.829290758592013,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rappach,3,50.0655064,9.1442577,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rastatt,1,48.8574209,8.2088088,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ratzeburg,1,53.7011061,10.774288,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ravenna,1,44.4161414,12.2017617,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Regensburg,4,49.0195333,12.0974869,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Riga,3,56.9493977,24.1051846,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rijswijk,3,52.0446265,4.3188215,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rom,33,41.8933203,12.4829321,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rotterdam,1,51.9244424,4.47775,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Russland,2,57.330360, 37.890815,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sachsen,55,50.9295798,13.4585052,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sachsen-Gotha,1,50.943449,10.700826,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Sachsen-Lauenburg,1,51.042135,13.372536,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Sachsen-Merseburg,2,51.351206,11.985029,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Saint Cyr,1,49.4877114,-1.4194777,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Saint James,1,48.5232,-1.32375,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Saint-Germain,6,48.4324928,6.3386744,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Salisbury,4,51.0690613,-1.7954134,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Salm,13,50.152507,6.6903569,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Salm,13,51.85066,6.819067,,,
Salzburg,1,50.6667428,8.0474914,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Salzdahlum,7,52.20291715,10.587637332989852,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Savoyen,9,45.674003,6.318783,,,
Schlesien,3,51.100086,17.018497,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Schottland,12,56.669726,-4.194318,,,
Schulenburg,17,52.4419685,9.6734712,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Schweden,122,59.6749712,14.5208584,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Schwedt,1,53.0586366,14.2840858,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Schönhausen,2,52.5824785,12.0378139,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Seeland,1,51.4162975,3.7028061,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Seesen,1,51.8905566,10.1703902,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sesto,2,46.7027433,12.350544,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Shrewsbury,3,52.707755,-2.7540658,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Siebenbürgen,3,46.5971623,24.3740295,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Siena,1,43.3185536,11.3316533,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Singen,1,47.7617515,8.8348709,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sizilien,2,37.587794,14.155048,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Smyrna,1,38.4237433,27.1428019,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Soest,1,49.6242727,6.4610947,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sorbonne,4,48.850422,2.340548,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Spandau,4,52.5192672,13.195439,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Spanien,35,39.3260685,-4.8379791,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Stade,2,53.599794,9.475438,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Stamford,8,52.653656,-0.483421,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Steevenswert,1,51.131304,5.846021,,,
Steiermark,1,47.2500001,15.1666665,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sternberg,1,53.7118374,11.8288314,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Stettin,2,53.4301818,14.5509623,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Stockholm,2,59.3251172,18.0710935,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Stormarn,1,53.7215127,10.3586145,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Straßburg,1,48.575641,7.751479,a,a,a
Sulzbach,3,50.302682,7.7518932,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tangermünde,1,52.5431104,11.9722524,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Temeswar,2,45.7538355,21.2257474,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Teplitz,3,50.6406644,13.8244461,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tettau,1,51.4314023,13.7305944,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Thorn,1,53.0102721,18.6048094,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Thüringen,1,50.9014721,11.0377839,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tirol,5,47.223193,11.5261028,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tokaj,1,48.1235534,21.4113895,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Torgau,6,51.5581272,13.0046538,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Toskana,4,43.4586541,11.1389204,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Transsilvanien,2,46.222256,25.208633,,,
Trier,2,49.7596208,6.6441878,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Turku,1,60.447147,22.255734,,,
Tönning,5,54.3188928,8.9437049,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Türkei,1,38.9597594,34.9249653,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ulm,3,48.3984968,9.9912458,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ungarn,16,47.1817585,19.5060937,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ursel,18,51.6545671,6.4104753,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Utrecht,4,52.0907006,5.1215634,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vaudémont,2,48.421555,6.057865,,,
Venedig,11,45.4371908,12.3345898,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Venetien,1,45.6476663,11.8665254,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Venlo,1,51.3702109,6.1688954,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vesuv,1,40.8213963,14.4261967,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vigo,1,42.2376602,-8.7247205,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Walachei,1,44.576358,25.070282,,,
Wales,16,52.2928116,-3.73893,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wangenheim,3,51.0194279,10.6251214,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wardein,1,48.2257593,22.0784247,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Warschau,17,52.2319581,21.0067249,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wartenberg,16,52.6380786,11.5103221,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wesel,1,51.6576909,6.617087,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Weyhausen,1,52.4627787,10.7193022,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wien,110,48.2083537,16.3725042,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wildeshausen,2,52.897103,8.4364342,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wismar,1,53.8909832,11.4647932,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wittenberg,3,51.8666527,12.646761,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wolfenbüttel,72,52.1625283,10.5348215,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Württemberg,6,48.605915,9.147881,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
York,1,53.9590555,-1.0815361,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Zell,1,50.7305045,9.1955275,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Zellerfeld,2,51.816005,10.3370282,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Zerbst,2,51.96973975,12.07454635351719,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ziesar,1,52.2308147,12.380330907840996,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Zweibrücken,3,49.248655,7.3641981,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ägypten,3,26.2540493,29.2675469,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Äthiopien,1,10.2116702,38.6521203,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ätna,1,37.7510251,14.9940321,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
